X,Y,Z,Normalized Luminosity,Normalized Radius
746.4048374928734,-310.1931597870082,-270.0404471692177,0.508,0.9025
435.8107369930078,551.1198213409098,-405.37427910030476,0.5317,0.5307
-894.3771516400695,-106.14473279814308,883.5044498943107,0.2716,0.3076
-526.6773843449769,-823.6148549534302,738.3321253593638,0.2927,0.9874
-637.4418864081606,-635.6959782185245,315.227910686795,0.4493,0.89
-778.2931744644536,896.8008431313019,-622.7067902658773,0.2259,0.6346
179.16206748482364,-844.4244694495042,-433.85312788876365,0.4422,0.8196
-788.8903005025261,-49.745601402897364,814.4568934120089,0.3447,0.16
-712.7069943057003,875.7718296668081,822.468355607371,0.1935,0.9055
130.5359131748478,417.5809320551871,-265.54834596377486,0.7045,0.3112
477.1571566297782,-494.72868879657625,645.6834600879208,0.4555,0.6273
-608.0748824697062,716.5831555613238,-309.3330200639049,0.4288,0.1673
-696.896116493283,518.0540026648428,-462.5952348523157,0.432,0.8084
-146.62318635258532,-653.9493027307233,-615.5885155267276,0.4746,0.7716
26.254585165634808,-280.6558332840834,809.7734213731394,0.505,0.7092
-632.158887271537,16.00704297376558,-225.60121828562956,0.6124,0.6288
-205.42518084522123,-494.3378837477279,-444.1743117119794,0.5984,0.6397
70.87846304559821,-598.3871318644681,-18.467670106275364,0.6519,0.2549
20.888284420539094,228.07047364737423,-653.0877799166615,0.6004,0.1204
520.7158454922242,834.1571932664667,139.26341069499404,0.4266,0.8639
-317.0832614603729,583.763244579947,-458.97566417852147,0.5338,0.8403
-639.0840451406723,-12.88568596018672,-694.2699839585524,0.4551,0.2779
793.0702149879814,-26.102323807442872,-91.0921910158446,0.5389,0.625
363.48126790276183,-712.3873619237813,261.694699833703,0.5142,0.1283
-428.1266873380496,-445.4926416316729,-133.2964445510678,0.6351,0.5342
746.2645563728754,662.3741003736927,321.5718030901023,0.3947,0.988
444.0224523390393,-211.14284624494405,435.896408059838,0.6206,0.3754
682.4159677048042,142.01281188768326,-802.6104100548603,0.3863,0.7562
-415.62639015567754,-182.3221686511307,-340.3840865718755,0.6725,0.3782
-181.16116444282864,901.7210389111765,-180.59928509916244,0.4588,0.1909
-683.0059193758968,-387.51522371015426,-190.0451728543619,0.5335,0.1869
-860.6988750607198,227.55958853653033,735.7530333541206,0.3332,0.5824
261.5041730085072,882.4480856493963,743.4756522222037,0.3169,0.3451
432.21968662072845,-965.4091377875078,585.4715343077469,0.302,0.7411
682.6902862929246,691.2556028249226,730.5129558139438,0.2982,0.2528
-162.75212657474822,-672.2876448541084,355.85387222275017,0.5509,0.2446
-828.2165359023556,70.84677083028578,357.68810520966395,0.4775,0.8001
-912.3220359253439,-327.4001682230156,370.4050859723154,0.4009,0.624
474.2925215329997,548.1384073680556,821.5956110506022,0.3674,0.7429
-737.2544605401097,-902.3565055904728,322.93457075286506,0.3019,0.9475
16.875232189803114,-948.5648713106984,-413.7848730903937,0.4024,0.5439
115.02957426695502,439.57672457919557,-804.4166314631258,0.4666,0.3946
-273.98262596635675,313.34696887736663,-392.3084305229771,0.6698,0.3351
-764.2156518844021,-928.2953113206715,511.7653251567806,0.2455,0.9378
-763.7103863109837,-904.2999720770553,-594.0180185082276,0.2354,0.5273
-649.5614942498667,-215.93542631380762,43.44286032839,0.604,0.6224
427.0967233744311,-550.737229113107,-737.3801572980381,0.4142,0.8659
-852.3425634504964,-669.4363463784628,611.853287265646,0.2814,0.8066
-163.47797877527023,-590.051525986536,-518.497549323854,0.5368,0.5148
-522.9828388596122,351.3233355671332,706.2216726763772,0.4536,0.4164
499.18300778839716,778.9255076548898,111.95776323173459,0.462,0.2827
991.3549032579601,100.4759412052615,-246.7379731478137,0.4073,0.7695
834.7672599206019,-3.0502273216626463,-348.11481277701034,0.4778,0.9433
164.51647546243248,895.0190612607237,-438.3664917065963,0.4168,0.8627
-822.2404780875652,812.6656316937115,-7.322287742627054,0.3325,0.1941
787.4591855506926,547.8196971799746,-226.5668631638573,0.4309,0.868
709.6999187147294,-778.305130273467,257.15419390145735,0.374,0.3895
746.3793009161072,-954.2935877775404,-745.9322390146622,0.1786,0.5192
945.8076141678821,-28.519163040629678,-960.2172091726906,0.2217,0.8938
150.32991178896896,179.55353143970706,-677.0194786814811,0.5864,0.6535
75.45176588581671,-697.1715736623825,-746.4812102049812,0.4087,0.7311
438.6620268895874,81.26886267032774,518.3982027188065,0.6051,0.5228
235.434289792345,873.8829541805928,851.563018600855,0.2825,0.4331
179.71399965526075,515.450048166425,675.3563556054446,0.4986,0.901
-759.9374054568216,778.0709691666493,821.6634039054254,0.213,0.7191
-239.2686272938007,-105.59308334261902,-551.463823929832,0.6476,0.6011
937.9434493052631,-125.95177408895643,-907.2413097094849,0.2431,0.1301
-520.0961881730082,-610.7429470876082,-111.5538662270767,0.5324,0.8304
906.9498635798427,577.4339963093132,881.1752096259959,0.1974,0.7482
-93.54944026228611,739.4280700744889,695.7059758274663,0.4114,0.3341
-745.0245492894505,733.7184189154066,47.774443426017115,0.3957,0.6018
266.94588204258207,635.3863821750676,-442.97640076741334,0.527,0.8754
-393.8032180324693,521.2977180904727,-504.65716964836884,0.5234,0.2956
-503.88453434004464,244.36254038470474,-174.4321117074577,0.6614,0.7587
-297.08370061316793,-910.0226485130529,-812.6106817851235,0.275,0.6558
145.69589953614332,699.0032068553626,-779.7096272826365,0.3896,0.9309
-584.9091515607614,853.573045035565,-511.03865367760704,0.3337,0.6318
571.8879112123611,827.0409071140493,633.1198497085495,0.314,0.7956
-403.6297985639857,9.190569572393997,869.4980813340676,0.4465,0.313
170.63326644975064,-246.72597942017683,-302.4835035330349,0.754,0.4388
-604.6075934961275,869.7955445652663,54.2628755650469,0.3876,0.3723
-179.59358955303787,223.0163055352757,-983.1911720362842,0.4088,0.4347
-22.49294984840924,848.9783433583791,-537.4719463846193,0.4197,0.7948
-566.5845286343067,-454.0852677575633,710.7363199386432,0.4134,0.8452
-93.344789332912,-261.2580049994184,277.9415791778529,0.7733,0.2143
309.66054704066755,72.67204295655552,760.9904320367002,0.5238,0.9272
108.53966696696034,926.8604369400082,490.6091092776662,0.3913,0.5861
-264.2165302762611,917.5767624809357,166.83773483016125,0.4404,0.1748
-169.38427961319053,352.20456523165467,895.6019434564585,0.4358,0.3968
-60.16028591928887,999.5932955400422,805.2166139144367,0.2581,0.6714
-67.45581978654377,-702.0745278975066,-694.51441607984,0.4285,0.1405
-65.12843953531183,921.0833341689188,-926.0388381844169,0.245,0.1637
-558.304159925922,36.370595356145714,-866.2082465085241,0.4046,0.6296
816.6556386539612,-553.5587879242885,856.8695149361615,0.2456,0.4299
-441.9208134397687,-434.3336380948151,834.4850162561777,0.3999,0.8568
324.97093046337477,664.4096706229254,720.5411739422334,0.4038,0.4587
946.5294069810432,-60.273956451872436,-308.8197729460718,0.4241,0.8139
128.9150493985203,450.4988596413998,330.79372519006165,0.6688,0.8931
-331.23342040414343,272.07412515959504,80.1450231569097,0.7482,0.6126
-693.9913874219094,-15.84225268210605,891.7545182928152,0.3475,0.7836
818.495587350664,-727.5677719322347,-244.5319687102981,0.3522,0.1128
-543.7243059344976,545.9407382575021,392.05391270594964,0.5009,0.4423
599.062307193295,592.411548768602,495.00735265913454,0.4358,0.7965
-472.9422133414472,-379.6477937816927,-838.7265917749467,0.4024,0.8984
490.21416288271894,761.2551067551581,-863.9520118460923,0.2775,0.5244
-444.5607684420472,-130.3183829613739,-966.901785844189,0.381,0.5294
-760.8584887493516,-0.7693643858106043,561.7033042996404,0.454,0.5343
688.9320770260886,-148.47603207774876,403.148873546015,0.5312,0.1472
514.8155776973504,261.1575057458722,-976.357738144241,0.3451,0.5105
-555.5743066593295,-163.93660459486887,935.1756593003602,0.3649,0.4463
661.4528395483596,616.8043191730878,-880.7913846260624,0.2711,0.4549
-584.7269924242797,-153.5228779676288,-538.8170331700766,0.5325,0.9107
-192.03286118336484,-659.8756205081327,156.58663642499437,0.593,0.7743
-176.82160056129499,838.0510507666029,-904.1149153991703,0.281,0.2736
-848.1784363221618,-561.8104607003471,-62.82639762781673,0.4115,0.1397
-880.4589927846422,493.7308962106529,-244.13254101730092,0.4004,0.6956
250.84203209129646,-857.9298829341116,629.8543215077941,0.3687,0.3529
-5.076959973855651,-427.52751983446876,740.4305459271498,0.5064,0.7205
518.7136221581966,380.12870906348303,14.299512789279788,0.6286,0.952
250.6155122428172,-52.84849795173113,-636.7822456790991,0.6037,0.8588
761.7505972954607,357.0340534209481,593.254244266431,0.4057,0.1551
-907.8006177772746,754.1252428811295,858.2935025351462,0.1575,0.107
-929.6839220486593,-128.99028980724836,-244.7196921048054,0.44,0.5646
655.8431993601487,927.4662373006206,-768.8534525326706,0.2081,0.59
-940.5616447748082,-858.3114297384752,237.8651784812389,0.2521,0.7223
684.721054879546,998.8990206106819,-781.9279394418328,0.1677,0.8934
-33.38860921831838,883.9494122642222,280.0718821857272,0.4643,0.7833
-791.2869381687959,-904.8234750214035,692.3816740521479,0.1991,0.8419
-122.83436052980142,544.8140196292572,-580.8974356320705,0.5348,0.9514
439.3634875624998,635.185353154385,-838.8265005968509,0.3417,0.2955
271.0104397041946,-306.61668831885345,135.36892168575332,0.7511,0.575
-880.8637265574608,794.0484786985555,-350.3097919787848,0.2861,0.762
-950.2277460977571,963.0396063460544,-848.3847091885532,0.078,0.2279
834.1494229413754,502.3305499712544,-919.7621606409201,0.2267,0.448
-667.413920919226,97.59191394674303,660.7569363312725,0.4549,0.146
-210.18067880552758,-315.3492099917596,-208.4373816784149,0.7503,0.5978
-828.1247077997631,-120.63763776110648,-419.18237193028233,0.4596,0.2638
318.2844342952351,997.4757201210857,-859.9118596412944,0.2178,0.9428
-750.8487821125245,555.4541395941621,-212.3535719716125,0.447,0.9573
-532.2252474228937,-232.46593931509358,465.03222878888164,0.5704,0.31
-8.267001922964482,777.4428129921243,-7.507974759616559,0.5511,0.9987
237.23420260514467,647.7662943332707,-323.96151563448666,0.56,0.8425
637.3772839384442,101.54441083184065,-288.2746972443799,0.5919,0.9826
-452.60888040111365,962.1105713368311,-929.588398825982,0.1846,0.6677
534.9217822188734,-170.08577514580475,437.5504554137394,0.5891,0.5346
-539.7080320559353,-424.62692027725905,737.5406899816505,0.4182,0.9178
-430.16879371514926,614.2701672812668,589.645944073163,0.4492,0.8891
-378.255856838265,224.48113688731314,-847.2977707911691,0.4488,0.4342
805.8930990250083,-106.43803767595,-225.98015404672572,0.5129,0.5006
-846.7705633257625,-743.8575789409034,-765.0374141435601,0.2135,0.4027
-381.2395515126352,19.05513228962002,-401.36767478566514,0.6802,0.8849
84.26309466466955,180.63171402878584,-941.8306461033053,0.4442,0.1579
584.6540031466811,942.3035394199342,-311.1181286904148,0.335,0.6328
-558.5855382067734,-913.4108135145829,-470.36402128194334,0.3248,0.3668
265.1026243463175,-197.74764359635503,-304.17765629024314,0.7406,0.7129
754.2641406578496,-550.21316758713,372.72080817241,0.4196,0.8251
503.2230140782906,710.1812703666728,-623.190461914611,0.382,0.8425
82.48203377204936,548.7371755663369,780.095630069505,0.4473,0.8428
431.15041913670325,352.2277882405467,267.77768712792636,0.6433,0.9618
960.572558819038,-492.0263156560567,497.4124107686232,0.3139,0.8271
-607.2994559562487,509.8837715234256,-805.3484430675173,0.3475,0.115
-846.838289579493,-342.58999088847816,-70.3511916279333,0.471,0.864
922.9496263946339,529.6188720652544,187.239188535425,0.3762,0.5417
800.2538337878145,-992.3029203728977,-728.4330932125154,0.1523,0.465
763.075694362225,-711.2743583387131,-595.5568847744719,0.3065,0.3643
792.0325224395056,187.49100118138017,-40.91512731161151,0.5295,0.465
-498.5203497705593,-809.8683420542143,-847.904547996178,0.2644,0.9655
784.8894913238498,83.68695568015755,861.7421876341275,0.3253,0.4607
902.9325887540963,503.91519710243983,-334.0077863958395,0.3726,0.6369
-537.5777858079086,581.1247674098438,-589.4923020285516,0.4301,0.2339
-163.97105279020695,400.52853166158843,975.5149143999595,0.3838,0.5028
-151.42331226178032,-731.1520190327419,612.1274615448285,0.4426,0.155
146.48115011246296,-431.464964872996,-307.88266476257456,0.6825,0.9329
-248.847991019451,-456.2819705425103,-907.358897883008,0.3963,0.4405
880.1371493515733,-93.85677092172841,496.1184435883572,0.4142,0.9157
730.9118920587307,420.1226965095916,-359.2308085862081,0.4709,0.3961
171.83023423109012,710.2485752424998,387.8861075950588,0.5224,0.1247
-476.3341071992537,-856.6007670008755,506.4177476941304,0.363,0.5398
943.0503436719705,-93.02080616560124,483.5807310619705,0.3858,0.1269
-394.46111073145346,-574.6361600711621,12.645492282326927,0.5975,0.3192
389.0708686713365,352.7334045911657,-948.4690040571453,0.3741,0.729
822.1692903260166,25.636071079085013,984.8817780504103,0.2591,0.6092
794.3312804321768,-689.356661141858,238.1656224885014,0.3774,0.1006
637.8533615833496,-726.6976995717284,154.46840122156118,0.4347,0.5715
-498.65036295904196,129.85340858441714,411.46582055957015,0.6193,0.5056
-940.7761342391383,-205.36175191768132,-455.3993730157755,0.385,0.8974
-285.73836697227443,790.529243230372,-173.5759882691192,0.5044,0.7718
-121.14971314751097,618.1485355135417,69.6246736220246,0.6341,0.9544
889.3673626474631,-209.24153854634358,-983.996066126482,0.2248,0.3641
881.0626364028385,350.90419726834944,279.12104710866606,0.4292,0.5401
850.8592788923625,610.8216169502152,713.4990848149196,0.2683,0.8658
-872.91971163863,765.1342728909096,-156.60555042141561,0.3237,0.5461
-227.35483301559407,-671.4762556905964,-351.72374930930596,0.5431,0.9192
380.52277790789617,771.903249301715,980.8238851666483,0.2466,0.1433
486.9155426603745,711.3808328114601,727.9047574558147,0.3486,0.97
982.8875938638723,-94.44872890243755,-346.78459533135685,0.3958,0.4697
-703.5278553674647,-165.48750845009192,-20.420272566392896,0.5826,0.8764
423.56317970309874,828.5381060127963,150.65902807991188,0.4558,0.8746
-380.117620129113,-975.9656229865492,-716.2109072916596,0.2674,0.2852
566.1379436668615,-590.624926526702,572.4183612594306,0.4235,0.8662
-985.9919596191679,73.01110737631211,-548.8704132376997,0.3471,0.2403
210.84347010781335,-384.8220003858147,-88.99019328125553,0.7415,0.6695
698.9794767466412,124.77058416968634,437.1750382043797,0.5186,0.8166
135.32171592238342,-913.9924316916262,-360.54605123618114,0.4274,0.9809
-630.8844290794709,375.6804372667418,-969.4600553763418,0.2979,0.4804
-946.8119036189726,-687.3424189651254,232.35762425378925,0.3113,0.9251
-71.35353839685308,876.2303942813246,166.52027146205614,0.4834,0.8452
123.61634335451208,-321.5664218289986,177.1776187372791,0.7763,0.8888
-537.5094084459191,781.6495663328808,564.1673170877104,0.3628,0.6185
-0.7441469691933662,-257.4377453796633,-371.7525962284071,0.7389,0.6585
-939.1943852551399,190.7670820386336,68.98638696763828,0.4453,0.3004
-954.9598801401958,-346.54926057735327,485.9062225984801,0.3498,0.1061
237.405136356919,-895.6800519780477,-142.87220611261637,0.4587,0.4014
-985.3428549345598,455.188639994499,-832.1154620517632,0.2104,0.23
794.133649579424,907.2728460809979,732.6392182740835,0.1854,0.1387
711.1283982087982,645.2781301173595,-619.5367514301215,0.3402,0.8795
963.9798940578571,-321.781344444747,192.33641881794847,0.4028,0.4736
-99.6772411289204,227.0678733823861,721.1625536461081,0.5597,0.4497
929.5516765816399,-41.2535105546699,-456.6608314025211,0.4016,0.6346
18.477146930654612,818.2056894087477,-530.087666406625,0.437,0.1521
-921.25786325856,-675.0930180794796,-505.53282548190737,0.2789,0.8376
-635.8217168832199,150.44878194073203,761.9447669228757,0.4205,0.2009
517.4729162215212,-589.9712539241086,-922.8180607293801,0.3006,0.3127
-146.550050330025,854.8345089383004,-787.0168126435531,0.3238,0.9692
704.4220357576421,172.66303104531653,-615.3519142646953,0.4509,0.2777
466.6424400839494,-133.05245182755777,-286.4496765720128,0.6747,0.642
-902.0398746613955,-688.1397825991016,-728.1286536959174,0.2217,0.9951
592.1479619583415,384.63115546114454,786.5411367602815,0.3897,0.142
767.6077164349845,-123.17640772625055,666.4649786226407,0.4088,0.6968
933.9446044484989,-967.8692360209768,998.664312798132,0.0328,0.3691
415.60335396762343,-466.5853005149834,-626.0583222838693,0.4893,0.6496
-910.817260651596,108.13736246569852,-914.0246842721773,0.2524,0.8931
-42.7929415470054,498.07830433242475,167.9930260461997,0.6955,0.2685
-971.740349995837,511.47656352947774,-666.3073239964929,0.2584,0.9889
-776.2523250767124,-209.5297803522153,173.32241343623014,0.5251,0.7494
-598.7950654764616,-880.8735614700238,313.5065841284629,0.359,0.6103
-998.3919184021148,-39.592791512027816,-955.5750162081451,0.2018,0.4113
428.37408658362097,300.05339935903044,186.6610963807259,0.6794,0.5807
-233.2555791083413,-780.2005694549854,462.1926486160214,0.4594,0.1506
-133.44925080186079,-772.1952347242569,993.0179059411669,0.2697,0.7691
-358.97426884166,-715.780850170646,-713.4105101031083,0.3808,0.4378
956.475822503458,580.008599610094,-644.8006727582392,0.2546,0.8557
935.2947512861736,409.2300819555528,-36.3031887162748,0.4102,0.4606
-982.5773728616272,-55.05682068068677,102.63438291240868,0.4287,0.8861
-813.6740667637789,-386.93263640609405,536.750232854075,0.3945,0.6102
-412.0930675200591,153.2209342540898,-334.5668040583887,0.681,0.4281
659.1651994872107,-605.4434933865009,715.3436390083818,0.3385,0.4336
-312.59657158598463,-589.8575265246288,692.4165280749353,0.4447,0.7593
-96.48672925797212,-404.55415955715205,205.52640788140002,0.7322,0.1843
-520.3606228630422,-973.2051156186023,185.31932241216896,0.3539,0.2509
240.41090315719111,-813.9734285787388,-958.2285292582286,0.261,0.8289
989.3910684776763,613.4465548264943,223.32380251970585,0.3156,0.7988
-444.73398223259335,-653.2739980891051,-811.9036506166552,0.3458,0.6194
631.8785552180893,148.8413274834195,-6.378404152456142,0.6252,0.357
591.8844935304048,301.56271692297037,99.06900589372503,0.6122,0.2644
157.05927703568705,-858.2788955377157,959.5214814432211,0.2512,0.1737
656.8293518618627,-391.42145396081435,-278.1616656727574,0.5302,0.5915
531.2545420136166,906.6109660606355,-3.346404073091321,0.3933,0.7932
-398.28525303065226,864.0840398559003,-881.2491827590641,0.2513,0.1059
-449.30505375771895,125.58439099798488,-72.59800973007384,0.7274,0.2854
-825.7299521623081,-60.15309956103113,587.2665474685664,0.414,0.5721
-356.9584302491194,-359.9014009771728,-989.3890479226428,0.3582,0.8447
-637.4616832902709,843.4217363427636,-271.2865209765673,0.3698,0.6145
-150.30857482982424,-43.28739611033768,539.3328014125752,0.6758,0.2823
314.42388915996094,878.3451447125042,-846.7562964457604,0.2726,0.695
-282.8140953180596,709.114254301918,-782.2815558417624,0.3689,0.7456
-826.0768494377844,985.6137926773426,-319.44599749074223,0.235,0.5118
707.0248087091368,795.4473420435318,717.7351637852685,0.2589,0.9444
-442.55585757980316,152.46156832489805,523.7981609865651,0.5944,0.8002
-74.8038768200148,-642.6662168111477,-697.7932913583744,0.4506,0.5623
88.77195709744274,485.0124713890616,455.4045829493657,0.6125,0.5071
436.9834651337653,-921.3628403783666,-868.5241015014323,0.2267,0.6084
-429.192449711137,339.9024278773145,-422.5706581245032,0.6007,0.9036
-847.0552757049281,25.276169398628326,-762.8959454442729,0.3417,0.487
219.41812703606502,796.1059020329728,768.6497383969013,0.3487,0.9416
-781.4969212399856,-142.7486616632931,765.1386736539114,0.3632,0.3422
82.98150470119026,-711.0974743959189,822.3887640673115,0.3705,0.4475
-266.6300052749633,-385.64975429817366,-120.74375631302087,0.7205,0.4043
-645.8619062347177,840.6235366840576,-799.8338337517954,0.2333,0.5112
-37.502679485045974,-593.896675571367,664.7801184578416,0.4849,0.8813
477.327871478828,-616.0064998948735,744.8183340288097,0.3776,0.5131
796.8474792123598,326.4426292051387,297.31816369355784,0.474,0.3849
666.2997337215545,429.58912987363533,974.9926327503624,0.2745,0.9423
554.6389215384938,-421.7181877912261,-739.7699860761167,0.4133,0.7549
-80.85543090789747,-892.201382938929,-190.140705720945,0.4713,0.8348
-624.332051201723,673.32014696992,996.9924273125762,0.2175,0.627
-472.4792302107319,211.67177194608826,-244.07293289589256,0.6695,0.4427
895.4334266583755,-571.6066849214308,493.75324761840056,0.3237,0.8497
-470.89542959142875,-8.188801824484472,314.85738209668443,0.6729,0.8365
-419.73878957371767,802.311206287246,682.1572196677973,0.3455,0.3144
-776.1705273054642,-897.4936681373782,-959.9969010603362,0.1188,0.9141
-521.1896172160191,171.60939625297442,-61.36408467704064,0.6812,0.499
699.6624145244466,-100.79884028011872,413.23788095731993,0.5273,0.5937
-579.6105090227193,386.5756821650143,455.71749244894363,0.5194,0.958
3.479810350267371,987.3916520687228,-232.66829338498997,0.4143,0.2256
622.033950834661,-320.46527475213486,-98.12500715814258,0.5921,0.4
-881.4880938286586,-677.1726039524799,-683.3868205347851,0.2467,0.5982
323.3794385574688,701.7434980015132,66.3559405948979,0.5523,0.6303
14.617253770245611,-64.31582766738609,970.6222290880296,0.4383,0.5729
372.31453667015717,-798.5193600752116,15.02613101497002,0.4913,0.809
-398.14957386520473,554.9302651715655,190.52144663144486,0.5906,0.5169
-360.896183306201,-440.5804221839451,-722.3783872073116,0.4689,0.1438
816.4638169707996,502.24179379395355,-953.8923552879759,0.2192,0.9666
900.9576277442955,-175.66571402209013,200.16107474595628,0.4576,0.6816
-102.65761090595959,175.98238685615502,426.51819465827293,0.7271,0.9846
-222.20019272443722,-441.67041482805814,-872.3231361130819,0.4211,0.2796
587.5669392663337,912.6863079775803,251.6722969204336,0.3567,0.4779
391.61448491230954,-943.9536484199085,461.5485059560076,0.3526,0.1236
301.84820724010115,724.1316932790655,119.78239524876926,0.5418,0.6655
920.2988615465163,945.6611847276606,-956.1922885569658,0.0592,0.6699
-638.6196218995264,-697.1561444499362,-790.820084543743,0.2884,0.1206
-774.2678364464117,-916.9568945648984,-943.946742400462,0.1185,0.9786
316.199849661351,252.15458682141593,-794.075564907713,0.4855,0.7491
-369.7574405146024,553.8705541880645,-98.53518717833617,0.6113,0.9258
864.6864724510563,117.72662575050344,503.7619219805081,0.4182,0.5595
909.1223758829581,850.3408020970769,-53.2043850300239,0.2806,0.929
702.2335222850843,-255.6203061420024,837.7219456988796,0.3519,0.1425
582.5690231523711,-328.4282171311223,531.4690909925373,0.5068,0.1986
-913.7350793454515,-520.1878051180768,464.71719419110195,0.3363,0.3291
117.3236080048664,-909.1850727689261,-607.2101636773752,0.3652,0.4049
8.732620147065404,-784.5054353866219,67.97156511032631,0.5453,0.9246
-801.0737600078237,-194.80992285277557,-136.0921646818889,0.5176,0.8109
19.028661132673733,818.9928468193091,518.4938647746781,0.4403,0.3164
748.6596552408869,31.023935672915513,829.8278694921814,0.3545,0.4617
808.6481236063869,637.9436516358942,183.24723914215997,0.396,0.7485
-3.6370146584959,894.3078492311074,477.97875621851904,0.4145,0.6995
734.8623439194266,15.250198611408678,600.8964986110434,0.4519,0.2595
695.2918835259156,29.846972793924124,51.062495066615384,0.5971,0.1489
508.69811866126383,312.3160760329745,818.4872769559615,0.4151,0.5644
-286.3450738618991,-319.11312602433895,-702.0556184241198,0.5251,0.8312
689.3357915964398,-39.5430612911116,146.74692739739976,0.5925,0.1024
-290.51889906973076,-686.6844610528758,657.8495963346827,0.4259,0.2913
408.08869115971765,-36.42333130785812,-456.9994305291649,0.6456,0.8698
-779.3777852891952,-724.074433549137,-733.5759061835165,0.2539,0.6568
365.6162639496499,174.2516432954319,-214.588934010588,0.7354,0.1206
738.7381858103588,405.27382763990227,4.615680694818593,0.5135,0.9079
-819.7240750728563,-515.8697004011626,-756.6005143252796,0.2904,0.3269
872.067784192797,-83.55303424161264,395.6764642151161,0.445,0.402
608.2944614690086,4.338753892516365,-85.00671114861348,0.6454,0.8294
-638.2645072026698,-672.6393731565519,-574.231265801874,0.3703,0.3382
424.24376110205094,-84.72781426033714,237.87798859355303,0.715,0.2575
